,nominee_type,year,winner,award,title
1023,tv-show,2017,False,Best Television Series - Drama,Stranger Things
1024,tv-show,2017,False,Best Television Series - Drama,This Is Us
1025,tv-show,2017,False,Best Television Series - Drama,Westworld
1026,tv-show,2017,True,Best Television Series - Musical or Comedy,Atlanta
1027,tv-show,2017,False,Best Television Series - Musical or Comedy,Black-ish
1028,tv-show,2017,False,Best Television Series - Musical or Comedy,Mozart in the Jungle
1029,tv-show,2017,False,Best Television Series - Musical or Comedy,Transparent
1030,tv-show,2017,False,Best Television Series - Musical or Comedy,Veep
1031,people,2017,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Michelle Williams
1032,people,2017,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodríguez
1033,people,2017,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman
1034,people,2017,True,Best Performance by an Actress in a Motion Picture - Drama,Isabelle Huppert
1035,people,2017,False,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber
1036,people,2017,True,Best Performance by an Actor In A Television Series - Drama,Billy Bob Thornton
1037,people,2017,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson
1038,people,2017,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Gael García Bernal
1039,people,2017,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Donald Glover
1040,people,2017,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Naomie Harris
1041,people,2017,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor
1042,people,2017,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Felicity Huffman
1043,people,2017,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Riley Keough
1044,people,2017,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Sarah Paulson
1045,people,2017,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Charlotte Rampling
1046,people,2017,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Kerry Washington
1047,people,2017,False,Best Performance by an Actress in a Motion Picture - Drama,Amy Adams
1048,people,2017,False,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain
1049,people,2017,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Nick Nolte
1050,people,2017,False,Best Performance by an Actress in a Motion Picture - Drama,Ruth Negga
1051,people,2017,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep
1052,people,2017,False,Best Performance by an Actress in a Motion Picture - Drama,Natalie Portman
1053,people,2017,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Viola Davis
1054,people,2017,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Thandiwe Newton
1055,people,2017,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chrissy Metz
1056,people,2017,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lena Headey
1057,people,2017,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Olivia Colman
1058,people,2017,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mandy Moore
1059,people,2017,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone
1060,people,2017,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Hailee Steinfeld
1061,people,2017,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Collins
1062,people,2017,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening
1063,people,2016,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Damian Lewis
1064,people,2016,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Cumming
1065,tv-show,2016,False,Best Television Series - Drama,Outlander
1066,people,2016,False,Best Screenplay - Motion Picture,Quentin Tarantino
1067,people,2016,True,Best Screenplay - Motion Picture,Aaron Sorkin
1068,tv-show,2016,False,Best Television Series - Musical or Comedy,Veep
1069,tv-show,2016,False,Best Television Series - Musical or Comedy,Transparent
1070,tv-show,2016,False,Best Television Series - Musical or Comedy,Silicon Valley
1071,tv-show,2016,False,Best Television Series - Musical or Comedy,Orange is the New Black
1072,tv-show,2016,True,Best Television Series - Musical or Comedy,Mozart in the Jungle
1073,tv-show,2016,False,Best Television Series - Musical or Comedy,Casual
1074,tv-show,2016,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Flesh and Bone
1075,tv-show,2016,False,Best Television Series - Drama,Narcos
1076,tv-show,2016,True,Best Television Series - Drama,Mr. Robot
1077,tv-show,2016,False,Best Television Series - Drama,Game of Thrones
1078,tv-show,2016,False,Best Television Series - Drama,Empire
1079,tv-show,2016,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Wolf Hall
1080,tv-show,2016,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Fargo
1081,tv-show,2016,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",American Horror Story: Hotel
1082,tv-show,2016,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",American Crime
1083,people,2016,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater
1084,people,2016,False,Best Screenplay - Motion Picture,Charles Randolph
1085,people,2016,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tobias Menzies
1086,people,2016,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Judith Light
1087,people,2016,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Mendelsohn
1088,people,2016,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon
1089,people,2016,False,Best Screenplay - Motion Picture,Emma Donoghue
1090,people,2016,False,Best Original Score - Motion Picture,Ryuichi Sakamoto
1091,song,2016,False,Best Original Song - Motion Picture,Love Me Like You Do
1092,song,2016,False,Best Original Song - Motion Picture,See You Again
1093,song,2016,False,Best Original Song - Motion Picture,One Kind of Love
1094,song,2016,True,Best Original Song - Motion Picture,Writing's On The Wall
1095,song,2016,False,Best Original Song - Motion Picture,Simple Song #3
1096,people,2016,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Patrick Wilson
1097,people,2016,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Idris Elba
1098,people,2016,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",David Oyelowo
1099,people,2016,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Oscar Isaac
1100,people,2016,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Mark Rylance
1101,people,2016,False,Best Performance by an Actor in a Motion Picture - Drama,Will Smith
1102,people,2016,False,Best Performance by an Actor in a Motion Picture - Drama,Michael Fassbender
1103,people,2016,False,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne
1104,people,2016,True,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio
1105,people,2016,False,Best Performance by an Actor in a Motion Picture - Drama,Bryan Cranston
1106,people,2016,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Al Pacino
1107,people,2016,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mark Ruffalo
1108,people,2016,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale
1109,people,2016,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Carell
1110,people,2016,False,Best Screenplay - Motion Picture,Tom McCarthy
1111,people,2016,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Kirsten Dunst
1112,people,2016,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus
1113,people,2016,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Jamie Lee Curtis
1114,people,2016,True,Best Performance by an Actress in a Motion Picture - Drama,Brie Larson
1115,people,2016,False,Best Performance by an Actress in a Motion Picture - Drama,Rooney Mara
1116,people,2016,False,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett
1117,people,2016,False,Best Performance by an Actress in a Motion Picture - Drama,Saoirse Ronan
1118,people,2016,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Sarah Hay
1119,people,2016,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Idris Elba
1120,people,2016,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Queen Latifah
1121,people,2016,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Lady Gaga
1122,people,2016,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Felicity Huffman
1123,people,2016,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor
1124,people,2016,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Rob Lowe
1125,people,2016,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Gael García Bernal
1126,people,2016,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Aziz Ansari
1127,people,2016,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Patrick Stewart
1128,people,2016,False,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber
1129,people,2016,False,Best Performance by an Actor In A Television Series - Drama,Wagner Moura
